sample_id,elapsed_s,time_label,sensory_label,nh3_ppm,h2s_ppm,temperature,humidity,pressure,gas_resistance,s_nh3,s_h2s,s_bme,i_nh3,i_h2s,i_bme,note,nh3_delta,h2s_delta,gas_drop_pct
pork20C_G14,0.000,fresh,none,2.18,0,20.1,65.3,989.2,73326,1,0,5,0,0,4,,2.140,0.0,39.827
pork20C_G14,0.721,fresh,none,2.21,0,20.1,65.4,989.2,73638,1,0,5,0,0,4,,2.170,0.0,39.570
pork20C_G14,1.311,fresh,none,2.31,0,20.2,65.4,989.2,73753,1,0,5,0,0,4,,2.270,0.0,39.476
pork20C_G14,1.890,fresh,none,2.28,0,20.2,65.4,989.2,73679,1,0,5,0,0,4,,2.240,0.0,39.537
pork20C_G14,2.655,fresh,none,2.18,0,20.1,65.3,989.2,73757,1,0,5,0,0,4,,2.140,0.0,39.473
pork20C_G14,3.537,fresh,none,2.16,0,20.1,65.2,989.2,73776,1,0,5,0,0,4,,2.120,0.0,39.457
pork20C_G14,4.288,fresh,none,2.43,0,20.1,65.2,989.2,73915,1,0,5,0,0,4,,2.390,0.0,39.343
pork20C_G14,4.944,fresh,none,2.41,0,20.1,65.1,989.2,73906,1,0,5,0,0,4,,2.370,0.0,39.351
pork20C_G14,5.701,fresh,none,2.27,0,20.2,65.1,989.2,73849,1,0,5,0,0,4,,2.230,0.0,39.397
pork20C_G14,6.314,fresh,none,2.22,0,20.1,65.1,989.2,73982,1,0,5,0,0,4,,2.180,0.0,39.288
pork20C_G14,6.898,fresh,none,2.15,0,20.1,65.1,989.2,74423,1,0,5,0,0,4,,2.110,0.0,38.926
pork20C_G14,7.674,fresh,none,2.34,0,20.1,65.1,989.2,74163,1,0,5,0,0,4,,2.300,0.0,39.140
pork20C_G14,8.478,fresh,none,2.28,0,20.0,65.2,989.2,74636,1,0,5,0,0,4,,2.240,0.0,38.751
pork20C_G14,9.375,fresh,none,2.41,0,20.1,65.2,989.2,74726,1,0,5,0,0,4,,2.370,0.0,38.678
pork20C_G14,10.135,fresh,none,2.45,0,20.1,65.2,989.2,74915,1,0,5,0,0,3,,2.410,0.0,38.523
pork20C_G14,10.833,fresh,none,2.65,0,20.2,65.3,989.2,74621,1,0,5,0,0,3,,2.610,0.0,38.764
pork20C_G14,11.718,fresh,none,2.43,0,20.2,65.2,989.2,74761,1,0,5,0,0,4,,2.390,0.0,38.649
pork20C_G14,12.570,fresh,none,2.59,0,20.2,65.3,989.2,74618,1,0,5,0,0,3,,2.550,0.0,38.766
pork20C_G14,13.260,fresh,none,2.71,0,20.1,65.2,989.2,74719,1,0,5,0,0,3,,2.670,0.0,38.683
pork20C_G14,14.102,fresh,none,2.68,0,20.1,65.2,989.2,74706,1,0,5,0,0,3,,2.640,0.0,38.694
pork20C_G14,14.926,fresh,none,2.82,0,20.1,65.2,989.2,74567,1,0,5,0,0,3,,2.780,0.0,38.808
pork20C_G14,15.737,fresh,none,2.77,0,20.1,65.2,989.2,74615,1,0,5,0,0,3,,2.730,0.0,38.769
pork20C_G14,16.449,fresh,none,2.92,0,20.0,65.3,989.2,74644,1,0,5,0,0,3,,2.880,0.0,38.745
pork20C_G14,17.301,fresh,none,2.90,0,20.1,65.3,989.2,74580,1,0,5,0,0,3,,2.860,0.0,38.797
pork20C_G14,17.954,fresh,none,2.81,0,20.1,65.3,989.2,74991,1,0,4,0,0,3,,2.770,0.0,38.460
pork20C_G14,18.576,fresh,none,2.82,0,20.1,65.3,989.2,74728,1,0,5,0,0,3,,2.780,0.0,38.676
pork20C_G14,19.198,fresh,none,2.69,0,20.0,65.4,989.2,74911,1,0,5,0,0,3,,2.650,0.0,38.526
pork20C_G14,19.999,fresh,none,2.66,0,20.0,65.4,989.2,75228,1,0,4,0,0,3,,2.620,0.0,38.266
pork20C_G14,20.894,fresh,none,2.89,0,20.1,65.5,989.2,74949,1,0,5,0,0,3,,2.850,0.0,38.495
pork20C_G14,21.710,fresh,none,2.88,0,20.0,65.4,989.2,74353,1,0,5,0,0,3,,2.840,0.0,38.984
pork20C_G14,22.771,fresh,none,2.83,0,20.1,65.4,989.2,74362,1,0,5,0,0,3,,2.790,0.0,38.976
pork20C_G14,23.474,fresh,none,2.80,0,20.1,65.5,989.2,75004,1,0,4,0,0,3,,2.760,0.0,38.450
pork20C_G14,24.324,fresh,none,2.75,0,20.1,65.5,989.2,75363,1,0,4,0,0,3,,2.710,0.0,38.155
pork20C_G14,25.065,fresh,none,2.82,0,20.1,65.5,989.2,75489,1,0,4,0,0,3,,2.780,0.0,38.051
pork20C_G14,25.744,fresh,none,2.96,0,20.1,65.6,989.2,75578,1,0,4,0,0,3,,2.920,0.0,37.978
pork20C_G14,26.374,fresh,none,2.68,0,20.1,65.6,989.2,76014,1,0,4,0,0,3,,2.640,0.0,37.621
pork20C_G14,26.914,fresh,none,2.48,0,20.1,65.5,989.2,76166,1,0,4,0,0,3,,2.440,0.0,37.496
pork20C_G14,27.610,fresh,none,2.64,0,20.1,65.5,989.2,75863,1,0,4,0,0,3,,2.600,0.0,37.745
pork20C_G14,28.228,fresh,none,2.77,0,20.1,65.6,989.2,76231,1,0,4,0,0,3,,2.730,0.0,37.443
pork20C_G14,28.968,fresh,none,2.66,0,20.1,65.6,989.2,75942,1,0,4,0,0,3,,2.620,0.0,37.680
pork20C_G14,29.544,fresh,none,2.76,0,20.1,65.6,989.2,76196,1,0,4,0,0,3,,2.720,0.0,37.471
pork20C_G14,30.117,fresh,none,3.01,0,20.1,65.5,989.2,76585,1,0,4,0,0,3,,2.970,0.0,37.152
pork20C_G14,30.952,fresh,none,3.05,0,20.1,65.5,989.2,76648,2,0,4,0,0,3,,3.010,0.0,37.100
pork20C_G14,31.656,fresh,none,3.01,0,20.2,65.5,989.2,77134,1,0,4,0,0,3,,2.970,0.0,36.702
