sample_id,elapsed_s,time_label,sensory_label,nh3_ppm,h2s_ppm,temperature,humidity,pressure,gas_resistance,s_nh3,s_h2s,s_bme,i_nh3,i_h2s,i_bme,note,nh3_delta,h2s_delta,gas_drop_pct
pork20C_G12,0.000,fresh,none,2.22,0,20.1,60.7,989.8,80431,1,0,2,0,0,2,,2.180,0.0,15.345
pork20C_G12,1.021,fresh,none,2.30,0,20.1,60.7,989.8,80887,1,0,2,0,0,1,,2.260,0.0,14.865
pork20C_G12,1.867,fresh,none,2.25,0,20.1,60.6,989.8,81235,1,0,2,0,0,1,,2.210,0.0,14.499
pork20C_G12,2.547,fresh,none,2.20,0,20.1,60.7,989.8,80994,1,0,2,0,0,1,,2.160,0.0,14.752
pork20C_G12,3.277,fresh,none,2.27,0,20.1,60.6,989.8,81062,1,0,2,0,0,1,,2.230,0.0,14.681
pork20C_G12,3.922,fresh,none,2.29,0,20.1,60.6,989.8,80912,1,0,2,0,0,1,,2.250,0.0,14.839
pork20C_G12,4.653,fresh,none,2.23,0,20.1,60.5,989.8,80872,1,0,2,0,0,1,,2.190,0.0,14.881
pork20C_G12,5.327,fresh,none,2.16,0,20.1,60.6,989.8,80360,1,0,2,0,0,2,,2.120,0.0,15.420
pork20C_G12,6.155,fresh,none,2.21,0,20.1,60.6,989.8,80634,1,0,2,0,0,2,,2.170,0.0,15.131
pork20C_G12,6.787,fresh,none,2.19,0,20.1,60.6,989.8,80900,1,0,2,0,0,1,,2.150,0.0,14.851
pork20C_G12,7.649,fresh,none,2.16,0,20.1,60.5,989.8,80788,1,0,2,0,0,2,,2.120,0.0,14.969
pork20C_G12,8.344,fresh,none,2.18,0,20.0,60.5,989.8,80635,1,0,2,0,0,2,,2.140,0.0,15.130
pork20C_G12,9.138,fresh,none,2.04,0,20.1,60.5,989.8,80609,1,0,2,0,0,2,,2.000,0.0,15.157
pork20C_G12,10.028,fresh,none,1.85,0,20.1,60.6,989.8,80658,1,0,2,0,0,2,,1.810,0.0,15.106
pork20C_G12,11.004,fresh,none,1.86,0,20.1,60.6,989.8,80838,1,0,2,0,0,2,,1.820,0.0,14.916
pork20C_G12,11.786,fresh,none,1.85,0,20.1,60.5,989.8,80899,1,0,2,0,0,2,,1.810,0.0,14.852
pork20C_G12,12.568,fresh,none,2.01,0,20.1,60.6,989.8,80894,1,0,2,0,0,2,,1.970,0.0,14.857
pork20C_G12,13.306,fresh,none,2.13,0,20.1,60.7,989.8,80755,1,0,2,0,0,2,,2.090,0.0,15.004
pork20C_G12,13.907,fresh,none,2.07,0,20.0,60.7,989.8,80401,1,0,2,0,0,2,,2.030,0.0,15.376
pork20C_G12,14.814,fresh,none,2.11,0,20.0,60.8,989.8,80642,1,0,2,0,0,2,,2.070,0.0,15.123
pork20C_G12,15.427,fresh,none,2.16,0,20.1,60.8,989.8,80832,1,0,2,0,0,2,,2.120,0.0,14.923
pork20C_G12,16.322,fresh,none,2.01,0,20.2,60.8,989.8,81010,1,0,2,0,0,2,,1.970,0.0,14.735
pork20C_G12,17.126,fresh,none,2.11,0,20.2,60.9,989.8,80948,1,0,2,0,0,1,,2.070,0.0,14.801
pork20C_G12,17.968,fresh,none,2.14,0,20.2,60.9,989.8,81065,1,0,2,0,0,1,,2.100,0.0,14.677
pork20C_G12,18.750,fresh,none,2.07,0,20.2,60.9,989.8,81018,1,0,2,0,0,1,,2.030,0.0,14.727
pork20C_G12,19.671,fresh,none,2.18,0,20.1,61.0,989.8,81062,1,0,2,0,0,1,,2.140,0.0,14.681
pork20C_G12,20.417,fresh,none,2.15,0,20.2,61.0,989.8,81227,1,0,2,0,0,1,,2.110,0.0,14.507
pork20C_G12,21.152,fresh,none,2.09,0,20.2,61.0,989.8,81587,1,0,2,0,0,1,,2.050,0.0,14.128
pork20C_G12,21.931,fresh,none,2.07,0,20.2,61.0,989.8,82104,1,0,2,0,0,1,,2.030,0.0,13.584
pork20C_G12,22.671,fresh,none,2.11,0,20.2,61.1,989.8,82381,1,0,2,0,0,1,,2.070,0.0,13.292
pork20C_G12,23.369,fresh,none,2.00,0,20.2,61.0,989.8,82486,1,0,2,0,0,1,,1.960,0.0,13.182
pork20C_G12,24.128,fresh,none,1.94,0,20.2,61.0,989.8,82133,1,0,2,0,0,1,,1.900,0.0,13.553
pork20C_G12,24.901,fresh,none,1.98,0,20.2,61.1,989.8,82410,1,0,2,0,0,1,,1.940,0.0,13.262
pork20C_G12,25.707,fresh,none,1.85,0,20.2,61.1,989.8,82244,1,0,2,0,0,1,,1.810,0.0,13.437
