sample_id,elapsed_s,time_label,sensory_label,nh3_ppm,h2s_ppm,temperature,humidity,pressure,gas_resistance,s_nh3,s_h2s,s_bme,i_nh3,i_h2s,i_bme,note,nh3_delta,h2s_delta,gas_drop_pct
pork20C_G01,0.000,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,0.888,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,1.610,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,2.293,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,3.094,air,none,0.00,0,19.6,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,3.708,air,none,0.00,0,19.6,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,4.443,air,none,0.00,0,19.6,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,5.272,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,6.003,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,6.815,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,7.773,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,8.490,air,none,0.00,0,19.6,55.8,993.3,108433,0,0,0,0,0,0,,-0.040,0.0,0.340
pork20C_G01,9.325,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,10.069,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,10.948,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,11.709,air,none,0.00,0,19.7,55.8,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,12.566,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,13.246,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,13.885,air,none,0.00,0,19.8,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,14.589,air,none,0.00,0,19.8,56.0,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,15.313,air,none,0.00,0,19.7,55.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,16.019,air,none,0.00,0,19.7,56.0,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,16.504,air,none,0.01,0,19.7,56.0,993.3,108681,0,0,0,0,0,0,,-0.030,0.0,0.112
pork20C_G01,17.222,air,none,0.00,0,19.8,56.0,993.3,108376,0,0,0,0,0,0,,-0.040,0.0,0.392
pork20C_G01,18.051,air,none,0.00,0,19.8,56.0,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,18.679,air,none,0.02,0,19.8,56.0,993.3,108803,0,0,0,0,0,0,,-0.020,0.0,0.000
pork20C_G01,19.364,air,none,0.02,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.020,0.0,0.000
pork20C_G01,20.053,air,none,0.03,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.010,0.0,0.000
pork20C_G01,20.771,air,none,0.04,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,0.000,0.0,0.000
pork20C_G01,21.479,air,none,0.00,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,22.227,air,none,0.00,0,19.7,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,22.942,air,none,0.00,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,23.656,air,none,0.00,0,19.7,56.2,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,24.452,air,none,0.01,0,19.7,56.2,993.3,108803,0,0,0,0,0,0,,-0.030,0.0,0.000
pork20C_G01,24.890,air,none,0.04,0,19.7,56.1,993.3,108803,0,0,0,0,0,0,,0.000,0.0,0.000
pork20C_G01,25.537,air,none,0.00,0,19.7,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,26.273,air,none,0.00,0,19.7,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,27.075,air,none,0.00,0,19.7,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,27.875,air,none,0.00,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,28.718,air,none,0.00,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,29.447,air,none,0.02,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.020,0.0,0.000
pork20C_G01,30.402,air,none,0.06,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,0.020,0.0,0.000
pork20C_G01,30.919,air,none,0.02,0,19.8,56.1,993.3,108803,0,0,0,0,0,0,,-0.020,0.0,0.000
pork20C_G01,31.707,air,none,0.00,0,19.7,56.0,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,32.412,air,none,0.00,0,19.7,56.0,993.3,108287,0,0,0,0,0,0,,-0.040,0.0,0.474
pork20C_G01,33.063,air,none,0.00,0,19.7,56.0,993.3,108638,0,0,0,0,0,0,,-0.040,0.0,0.151
pork20C_G01,33.824,air,none,0.00,0,19.7,55.9,993.3,107077,0,0,0,0,0,0,,-0.040,0.0,1.586
pork20C_G01,34.468,air,none,0.00,0,19.7,55.9,993.3,107641,0,0,0,0,0,0,,-0.040,0.0,1.068
pork20C_G01,35.034,air,none,0.00,0,19.7,55.9,993.3,107222,0,0,0,0,0,0,,-0.040,0.0,1.453
pork20C_G01,35.632,air,none,0.00,0,19.7,55.8,993.3,106022,0,0,1,0,0,0,,-0.040,0.0,2.556
pork20C_G01,36.355,air,none,0.00,0,19.8,55.8,993.3,106558,0,0,1,0,0,0,,-0.040,0.0,2.063
pork20C_G01,37.124,air,none,0.00,0,19.8,55.7,993.3,107127,0,0,0,0,0,0,,-0.040,0.0,1.540
pork20C_G01,37.771,air,none,0.00,0,19.7,55.7,993.3,107648,0,0,0,0,0,0,,-0.040,0.0,1.061
pork20C_G01,38.522,air,none,0.01,0,19.7,55.6,993.3,107841,0,0,0,0,0,0,,-0.030,0.0,0.884
pork20C_G01,39.358,air,none,0.00,0,19.8,55.6,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,39.987,air,none,0.00,0,19.7,55.6,993.3,108375,0,0,0,0,0,0,,-0.040,0.0,0.393
pork20C_G01,40.613,air,none,0.00,0,19.7,55.5,993.3,107647,0,0,0,0,0,0,,-0.040,0.0,1.062
pork20C_G01,41.227,air,none,0.01,0,19.7,55.5,993.3,108204,0,0,0,0,0,0,,-0.030,0.0,0.550
pork20C_G01,42.021,air,none,0.01,0,19.7,55.4,993.3,106881,0,0,0,0,0,0,,-0.030,0.0,1.766
pork20C_G01,42.766,air,none,0.02,0,19.6,55.3,993.3,107659,0,0,0,0,0,0,,-0.020,0.0,1.051
pork20C_G01,43.448,air,none,0.02,0,19.6,55.3,993.3,106700,0,0,0,0,0,0,,-0.020,0.0,1.933
pork20C_G01,44.230,air,none,0.01,0,19.6,55.2,993.3,107707,0,0,0,0,0,0,,-0.030,0.0,1.007
pork20C_G01,45.154,air,none,0.00,0,19.6,55.1,993.3,108432,0,0,0,0,0,0,,-0.040,0.0,0.341
pork20C_G01,45.960,air,none,0.00,0,19.6,55.1,993.3,107814,0,0,0,0,0,0,,-0.040,0.0,0.909
pork20C_G01,46.751,air,none,0.00,0,19.6,55.0,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,47.784,air,none,0.00,0,19.6,54.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,48.434,air,none,0.00,0,19.6,54.9,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,49.101,air,none,0.00,0,19.7,54.8,993.3,108166,0,0,0,0,0,0,,-0.040,0.0,0.585
pork20C_G01,50.019,air,none,0.00,0,19.7,54.7,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
pork20C_G01,50.646,air,none,0.00,0,19.7,54.7,993.3,108803,0,0,0,0,0,0,,-0.040,0.0,0.000
