sample_id,elapsed_s,time_label,sensory_label,nh3_ppm,h2s_ppm,temperature,humidity,pressure,gas_resistance,s_nh3,s_h2s,s_bme,i_nh3,i_h2s,i_bme,note,nh3_delta,h2s_delta,gas_drop_pct
pork20C_G32,0.000,spoiled,strong_pungent,7.42,0,19.8,52.1,989.5,34283,3,0,8,0,0,5,,7.380,0.0,68.442
pork20C_G32,0.881,spoiled,strong_pungent,7.43,0,19.8,52.1,989.5,34146,3,0,8,0,0,5,,7.390,0.0,68.568
pork20C_G32,1.543,spoiled,strong_pungent,7.50,0,19.7,52.3,989.5,34318,3,0,8,0,0,5,,7.460,0.0,68.410
pork20C_G32,2.199,spoiled,strong_pungent,7.43,0,19.9,52.3,989.5,34631,3,0,8,0,0,5,,7.390,0.0,68.122
pork20C_G32,2.991,spoiled,strong_pungent,7.47,0,19.8,52.3,989.5,34479,3,0,8,0,0,5,,7.430,0.0,68.262
pork20C_G32,3.745,spoiled,strong_pungent,7.54,0,19.8,52.4,989.5,34543,3,0,8,0,0,5,,7.500,0.0,68.203
pork20C_G32,4.446,spoiled,strong_pungent,7.52,0,19.9,52.4,989.5,34772,3,0,8,0,0,5,,7.480,0.0,67.992
pork20C_G32,5.133,spoiled,strong_pungent,7.57,0,19.9,52.5,989.5,34904,3,0,8,0,0,5,,7.530,0.0,67.871
pork20C_G32,6.015,spoiled,strong_pungent,7.54,0,19.9,52.4,989.5,34753,3,0,8,0,0,5,,7.500,0.0,68.010
pork20C_G32,6.929,spoiled,strong_pungent,7.57,0,19.9,52.4,989.5,35016,3,0,8,0,0,5,,7.530,0.0,67.767
pork20C_G32,7.487,spoiled,strong_pungent,7.54,0,19.9,52.4,989.5,34971,3,0,8,0,0,5,,7.500,0.0,67.809
pork20C_G32,8.210,spoiled,strong_pungent,7.55,0,19.9,52.4,989.5,35149,3,0,8,0,0,5,,7.510,0.0,67.645
pork20C_G32,8.945,spoiled,strong_pungent,7.58,0,20.0,52.5,989.5,35153,3,0,8,0,0,5,,7.540,0.0,67.641
